symbol,price,1h,24h,7d,date,volume_mkt_cap_ratio,log_price,encoded_symbol
SHR,0.007189378251,0.013,-0.046,-0.138,2022-03-16,0.0031940514278318553,0.007163657873290355,0.09289961869637589
COVAL,0.038262750519,-0.001,0.035,-0.038,2022-03-16,0.008711784677975839,0.03754888423251348,0.09361752255149411
AVA,1.33,0.018,0.021,0.051,2022-03-16,0.05752504730735671,0.8458682675776092,0.09996854168088319
BTRFLY,114.27,0.009,0.004,-0.204,2022-03-16,0.008459975472929506,4.7472772026129215,0.09358476003999497
IRIS,0.05572426797,0.022,-0.008,-0.027,2022-03-16,0.09149177121062776,0.05422704131205671,0.10438790030704696
PCX,1.77,0.054,0.172,0.078,2022-03-16,0.0064941656026091185,1.0188473201992472,0.09332899151687986
ETH2X-FLI,66.16,0.049,0.06,0.119,2022-03-16,0.03421922886904222,4.20707783220934,0.09693625720009307
CORE,6768.4,0.016,0.031,0.004,2022-03-16,0.004313130724744998,8.820167735686312,0.09304522039638848
TT,0.007869637878,0.006,-0.003,0.018,2022-03-16,0.20042364255975748,0.007838833783670264,0.11856085989778858
SOS,1.708294e-06,0.03,0.053,-0.09,2022-03-16,0.21289589316732624,1.7082925408674666e-06,0.12018360539621233
CRE,0.007639549275,0.0139999999999999,-0.023,-0.001,2022-03-16,0.2261535375370208,0.007610515693664893,0.12190853727880048
ARPA,0.068515692234,0.0279999999999999,0.026,-0.008,2022-03-16,0.22182328852037714,0.06627048189664529,0.1213451351856331
GF,1.54,0.005,0.0069999999999999,0.0409999999999999,2022-03-16,0.10996272295824915,0.9321640810304452,0.10679112765896252
RISE,0.000950733762,0.013,0.081,0.03,2022-03-16,0.006379486325771285,0.0009502821009071939,0.09331407077112944
RARE,0.458127,0.018,0.0289999999999999,0.0289999999999999,2022-03-16,0.24781661342580108,0.3771527354171345,0.12472708703269952
OXY,0.325739,0.015,0.001,0.084,2022-03-16,0.007064329346896652,0.2819700398104108,0.09340317465178621
